country;glacier_name;glacier_id;year;id;original_id;time_system;begin_date;begin_date_unc;end_date_day_of_year;end_date;end_date_unc;epsg;easting;northing;latitude;longitude;elevation;balance_m;balance;balance_unc;density;density_unc;method;balance_code;remarks;source
US;SUSITNA;;2013;;SU1;;27.09.2012;;nan;18.04.2013;;nan;nan;nan;63.492879;-146.616537;1857.641;nan;1.004311;;nan;;;winter;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;SUSITNA;;2013;;SU1;;18.04.2013;;nan;10.09.2013;;nan;nan;nan;63.492879;-146.616537;1857.641;nan;-1.242811;;nan;;;summer;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;SUSITNA;;2013;;SU1South;;27.09.2012;;nan;10.09.2013;;nan;nan;nan;63.474266;-146.704809;1958.253;nan;-0.038333;;nan;;;annual;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;SUSITNA;;2013;;SU1South;;27.09.2012;;nan;18.04.2013;;nan;nan;nan;63.474266;-146.704809;1958.253;nan;0.948071;;nan;;;winter;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;SUSITNA;;2013;;SU1South;;18.04.2013;;nan;10.09.2013;;nan;nan;nan;63.474266;-146.704809;1958.253;nan;-0.986405;;nan;;;summer;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;SUSITNA;;2013;;SU2;;27.09.2012;;nan;10.09.2013;;nan;nan;nan;63.510669;-146.744172;1512.611;nan;-1.7046;;nan;;;annual;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;SUSITNA;;2013;;SU2;;27.09.2012;;nan;18.04.2013;;nan;nan;nan;63.510669;-146.744172;1512.611;nan;0.417555;;nan;;;winter;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;SUSITNA;;2013;;SU2;;18.04.2013;;nan;10.09.2013;;nan;nan;nan;63.510669;-146.744172;1512.611;nan;-2.122155;;nan;;;summer;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;SUSITNA;;2013;;SU3;;27.09.2012;;nan;10.09.2013;;nan;nan;nan;63.51162;-146.88699;1245.242;nan;-4.5414;;nan;;;annual;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;SUSITNA;;2013;;SU3;;27.09.2012;;nan;18.04.2013;;nan;nan;nan;63.51162;-146.88699;1245.242;nan;0.31284;;nan;;;winter;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;SUSITNA;;2013;;SU3;;18.04.2013;;nan;10.09.2013;;nan;nan;nan;63.51162;-146.88699;1245.242;nan;-4.85424;;nan;;;summer;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;SUSITNA;;2013;;SU4;;27.09.2012;;nan;10.09.2013;;nan;nan;nan;63.501697;-147.021301;1040.803;nan;-2.817;;nan;;;annual;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;SUSITNA;;2013;;SU4;;27.09.2012;;nan;18.04.2013;;nan;nan;nan;63.501697;-147.021301;1040.803;nan;0.22212;;nan;;;winter;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;SUSITNA;;2013;;SU4;;18.04.2013;;nan;10.09.2013;;nan;nan;nan;63.501697;-147.021301;1040.803;nan;-3.03912;;nan;;;summer;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;SUSITNA;;2013;;TURKEY1;;18.04.2013;;nan;10.09.2013;;nan;nan;nan;63.585423;-146.751347;2157;nan;0.515976;;nan;;;winter;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;SUSITNA;;2013;;TURKEY2;;27.09.2012;;nan;10.09.2013;;nan;nan;nan;63.542854;-146.739829;1728;nan;-2.5659;;nan;;;annual;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;SUSITNA;;2013;;TURKEY2;;27.09.2012;;nan;18.04.2013;;nan;nan;nan;63.542854;-146.739829;1728;nan;0.468556;;nan;;;winter;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;SUSITNA;;2013;;TURKEY2;;18.04.2013;;nan;10.09.2013;;nan;nan;nan;63.542854;-146.739829;1728;nan;-3.034456;;nan;;;summer;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;WESTFORK;;2013;;WF2;;27.09.2012;;nan;10.09.2013;;nan;nan;nan;63.543695;-147.170405;1504.835;nan;-2.5578;;nan;;;annual;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;WESTFORK;;2013;;WF2;;27.09.2012;;nan;18.04.2013;;nan;nan;nan;63.543695;-147.170405;1504.835;nan;0.678753;;nan;;;winter;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;WESTFORK;;2013;;WF2;;18.04.2013;;nan;10.09.2013;;nan;nan;nan;63.543695;-147.170405;1504.835;nan;-3.236553;;nan;;;summer;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;WESTFORK;;2013;;WF4;;27.09.2012;;nan;10.09.2013;;nan;nan;nan;63.509133;-147.374325;1220.638;nan;-3.916;;nan;;;annual;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;WESTFORK;;2013;;WF4;;27.09.2012;;nan;18.04.2013;;nan;nan;nan;63.509133;-147.374325;1220.638;nan;0.432763;;nan;;;winter;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;WESTFORK;;2013;;WF4;;18.04.2013;;nan;10.09.2013;;nan;nan;nan;63.509133;-147.374325;1220.638;nan;-4.348763;;nan;;;summer;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;WESTFORK;;2013;;WF5;;27.09.2012;;nan;10.09.2013;;nan;nan;nan;63.486549;-147.448925;1122.644;nan;-3.7269;;nan;;;annual;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;WESTFORK;;2013;;WF5;;27.09.2012;;nan;18.04.2013;;nan;nan;nan;63.486549;-147.448925;1122.644;nan;0.519257;;nan;;;winter;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;WESTFORK;;2013;;WF5;;18.04.2013;;nan;10.09.2013;;nan;nan;nan;63.486549;-147.448925;1122.644;nan;-4.246157;;nan;;;summer;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;WESTFORK;;2013;;WF6;;27.09.2012;;nan;10.09.2013;;nan;nan;nan;63.461137;-147.493921;1024.58;nan;-4.7079;;nan;;;annual;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;WESTFORK;;2013;;WF6;;27.09.2012;;nan;18.04.2013;;nan;nan;nan;63.461137;-147.493921;1024.58;nan;0.304377;;nan;;;winter;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;WESTFORK;;2013;;WF6;;18.04.2013;;nan;10.09.2013;;nan;nan;nan;63.461137;-147.493921;1024.58;nan;-5.012277;;nan;;;summer;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;WESTFORK;;2013;;WFNorth;;27.09.2012;;nan;10.09.2013;;nan;nan;nan;63.585815;-147.278316;1637.726;nan;-2.082;;nan;;;annual;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;WESTFORK;;2013;;WFNorth;;27.09.2012;;nan;18.04.2013;;nan;nan;nan;63.585815;-147.278316;1637.726;nan;0.933585;;nan;;;winter;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;WESTFORK;;2013;;WFNorth;;18.04.2013;;nan;10.09.2013;;nan;nan;nan;63.585815;-147.278316;1637.726;nan;-3.015585;;nan;;;summer;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;WESTFORK;;2013;;WFSouth;;27.09.2012;;nan;10.09.2013;;nan;nan;nan;63.501098;-147.239445;1727.333;nan;-0.7119;;nan;;;annual;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;WESTFORK;;2013;;WFSouth;;27.09.2012;;nan;18.04.2013;;nan;nan;nan;63.501098;-147.239445;1727.333;nan;1.029855;;nan;;;winter;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;WESTFORK;;2013;;WFSouth;;18.04.2013;;nan;10.09.2013;;nan;nan;nan;63.501098;-147.239445;1727.333;nan;-1.741755;;nan;;;summer;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;WESTFORK;;2013;;WFTranA;;27.09.2012;;nan;10.09.2013;;nan;nan;nan;63.5368;-147.240852;1408.626;nan;-3.582;;nan;;;annual;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;WESTFORK;;2013;;WFTranA;;27.09.2012;;nan;18.04.2013;;nan;nan;nan;63.5368;-147.240852;1408.626;nan;0.567333;;nan;;;winter;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;WESTFORK;;2013;;WFTranA;;18.04.2013;;nan;10.09.2013;;nan;nan;nan;63.5368;-147.240852;1408.626;nan;-4.149333;;nan;;;summer;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;WESTFORK;;2013;;WFTranB;;27.09.2012;;nan;10.09.2013;;nan;nan;nan;63.528697;-147.236571;1413.139;nan;-2.52;;nan;;;annual;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;WESTFORK;;2013;;WFTranB;;27.09.2012;;nan;18.04.2013;;nan;nan;nan;63.528697;-147.236571;1413.139;nan;0.664397;;nan;;;winter;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;WESTFORK;;2013;;WFTranB;;18.04.2013;;nan;10.09.2013;;nan;nan;nan;63.528697;-147.236571;1413.139;nan;-3.184397;;nan;;;summer;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;WESTFORK;;2013;;WFTranC;;27.09.2012;;nan;10.09.2013;;nan;nan;nan;63.522346;-147.225642;1402.217;nan;-3.321;;nan;;;annual;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;WESTFORK;;2013;;WFTranC;;27.09.2012;;nan;18.04.2013;;nan;nan;nan;63.522346;-147.225642;1402.217;nan;0.626818;;nan;;;winter;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;WESTFORK;;2013;;WFTranC;;18.04.2013;;nan;10.09.2013;;nan;nan;nan;63.522346;-147.225642;1402.217;nan;-3.947818;;nan;;;summer;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;SUSITNA;;2013;;NWTrib1;;27.09.2012;;nan;10.09.2013;;nan;nan;nan;63.597556;-146.985831;2075;nan;-0.175;;nan;;;annual;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;SUSITNA;;2013;;NWTrib1;;27.09.2012;;nan;18.04.2013;;nan;nan;nan;63.597556;-146.985831;2075;nan;0.875934;;nan;;;winter;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;SUSITNA;;2013;;NWTrib1;;18.04.2013;;nan;10.09.2013;;nan;nan;nan;63.597556;-146.985831;2075;nan;-1.050934;;nan;;;summer;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;SUSITNA;;2013;;NWTrib2;;27.09.2012;;nan;10.09.2013;;nan;nan;nan;63.553695;-146.9418;1411;nan;-4.1265;;nan;;;annual;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;SUSITNA;;2013;;NWTrib2;;27.09.2012;;nan;18.04.2013;;nan;nan;nan;63.553695;-146.9418;1411;nan;0.371599;;nan;;;winter;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;SUSITNA;;2013;;NWTrib2;;18.04.2013;;nan;10.09.2013;;nan;nan;nan;63.553695;-146.9418;1411;nan;-4.498099;;nan;;;summer;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;EUREKA;;2013;;EU1;;27.09.2012;;nan;10.09.2013;;nan;nan;nan;63.341735;-146.362291;1417;nan;-3.3057;;nan;;;annual;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;EUREKA;;2013;;EU1;;27.09.2012;;nan;18.04.2013;;nan;nan;nan;63.341735;-146.362291;1417;nan;0.668926;;nan;;;winter;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;EUREKA;;2013;;EU1;;18.04.2013;;nan;10.09.2013;;nan;nan;nan;63.341735;-146.362291;1417;nan;-3.974626;;nan;;;summer;Dates estimated from Bliss et al. (2020): 15-21 April  and 6 –15 September 2013;https://doi.org/10.14509/30138
US;EASTFORK;;2014;;EF1;;10.09.2013;;nan;08.09.2014;;nan;nan;nan;63.435812;-146.596126;2133.089;nan;0.805;;nan;;;annual;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;EASTFORK;;2014;;EF1;;10.09.2013;;nan;24.04.2014;;nan;nan;nan;63.435812;-146.596126;2133.089;nan;1.674102;;nan;;;winter;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;EASTFORK;;2014;;EF1;;24.04.2014;;nan;08.09.2014;;nan;nan;nan;63.435812;-146.596126;2133.089;nan;-0.869102;;nan;;;summer;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;EASTFORK;;2014;;EF2;;10.09.2013;;nan;08.09.2014;;nan;nan;nan;63.435894;-146.781671;1328.113;nan;-2.826;;nan;;;annual;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;EASTFORK;;2014;;EF2;;10.09.2013;;nan;24.04.2014;;nan;nan;nan;63.435894;-146.781671;1328.113;nan;0.375891;;nan;;;winter;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;EASTFORK;;2014;;EF2;;24.04.2014;;nan;08.09.2014;;nan;nan;nan;63.435894;-146.781671;1328.113;nan;-3.201891;;nan;;;summer;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;EASTFORK;;2014;;EF3;;10.09.2013;;nan;08.09.2014;;nan;nan;nan;63.412699;-146.811411;1073.249;nan;-4.6665;;nan;;;annual;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;EASTFORK;;2014;;EF3;;10.09.2013;;nan;24.04.2014;;nan;nan;nan;63.412699;-146.811411;1073.249;nan;0.023998;;nan;;;winter;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;EASTFORK;;2014;;EF3;;24.04.2014;;nan;08.09.2014;;nan;nan;nan;63.412699;-146.811411;1073.249;nan;-4.690498;;nan;;;summer;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;MACLAREN;;2014;;MAC1;;10.09.2013;;nan;08.09.2014;;nan;nan;nan;63.416023;-146.598713;2103.941;nan;0.6075;;nan;;;annual;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;MACLAREN;;2014;;MAC1;;10.09.2013;;nan;24.04.2014;;nan;nan;nan;63.416023;-146.598713;2103.941;nan;1.032998;;nan;;;winter;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;MACLAREN;;2014;;MAC1;;24.04.2014;;nan;08.09.2014;;nan;nan;nan;63.416023;-146.598713;2103.941;nan;-0.425498;;nan;;;summer;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;MACLAREN;;2014;;MAC2;;10.09.2013;;nan;08.09.2014;;nan;nan;nan;63.354984;-146.549776;1396.162;nan;-1.656;;nan;;;annual;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;MACLAREN;;2014;;MAC2;;10.09.2013;;nan;24.04.2014;;nan;nan;nan;63.354984;-146.549776;1396.162;nan;1.030743;;nan;;;winter;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;MACLAREN;;2014;;MAC2;;24.04.2014;;nan;08.09.2014;;nan;nan;nan;63.354984;-146.549776;1396.162;nan;-2.686743;;nan;;;summer;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;MACLAREN;;2014;;MAC3;;10.09.2013;;nan;08.09.2014;;nan;nan;nan;63.305365;-146.527406;1018.191;nan;-3.078;;nan;;;annual;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;MACLAREN;;2014;;MAC3;;10.09.2013;;nan;24.04.2014;;nan;nan;nan;63.305365;-146.527406;1018.191;nan;0.622824;;nan;;;winter;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;MACLAREN;;2014;;MAC3;;24.04.2014;;nan;08.09.2014;;nan;nan;nan;63.305365;-146.527406;1018.191;nan;-3.700824;;nan;;;summer;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;SUSITNA;;2014;;SU1;;10.09.2013;;nan;08.09.2014;;nan;nan;nan;63.492879;-146.616537;1857.641;nan;0.0825;;nan;;;annual;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;SUSITNA;;2014;;SU1;;10.09.2013;;nan;24.04.2014;;nan;nan;nan;63.492879;-146.616537;1857.641;nan;1.121515;;nan;;;winter;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;SUSITNA;;2014;;SU1;;24.04.2014;;nan;08.09.2014;;nan;nan;nan;63.492879;-146.616537;1857.641;nan;-1.039015;;nan;;;summer;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;SUSITNA;;2014;;SU1South;;10.09.2013;;nan;08.09.2014;;nan;nan;nan;63.474266;-146.704809;1958.253;nan;1.692;;nan;;;annual;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;SUSITNA;;2014;;SU1South;;10.09.2013;;nan;24.04.2014;;nan;nan;nan;63.474266;-146.704809;1958.253;nan;1.148981;;nan;;;winter;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;SUSITNA;;2014;;SU1South;;24.04.2014;;nan;08.09.2014;;nan;nan;nan;63.474266;-146.704809;1958.253;nan;0.543019;;nan;;;summer;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;SUSITNA;;2014;;SU2;;10.09.2013;;nan;08.09.2014;;nan;nan;nan;63.510669;-146.744172;1512.611;nan;-2.07;;nan;;;annual;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;SUSITNA;;2014;;SU2;;10.09.2013;;nan;24.04.2014;;nan;nan;nan;63.510669;-146.744172;1512.611;nan;0.449197;;nan;;;winter;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;SUSITNA;;2014;;SU2;;24.04.2014;;nan;08.09.2014;;nan;nan;nan;63.510669;-146.744172;1512.611;nan;-2.519197;;nan;;;summer;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;SUSITNA;;2014;;SU3;;10.09.2013;;nan;08.09.2014;;nan;nan;nan;63.51162;-146.88699;1245.242;nan;-3.2553;;nan;;;annual;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;SUSITNA;;2014;;SU3;;10.09.2013;;nan;24.04.2014;;nan;nan;nan;63.51162;-146.88699;1245.242;nan;0.41148;;nan;;;winter;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;SUSITNA;;2014;;SU3;;24.04.2014;;nan;08.09.2014;;nan;nan;nan;63.51162;-146.88699;1245.242;nan;-3.66678;;nan;;;summer;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;SUSITNA;;2014;;SU4;;10.09.2013;;nan;08.09.2014;;nan;nan;nan;63.501697;-147.021301;1040.803;nan;-3.996;;nan;;;annual;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
US;SUSITNA;;2014;;SU4;;10.09.2013;;nan;24.04.2014;;nan;nan;nan;63.501697;-147.021301;1040.803;nan;0.137787;;nan;;;winter;Dates estimated from Bliss et al. (2020): 22-27 April  and 7 –9 September 2014;https://doi.org/10.14509/30138
